# BANNER FILE NOT PROVIDED (-b option)
# BULK_EXTRACTOR-Version: 2.0.0
# Feature-Recorder: tcp
# Filename: Forensics.pcapng
# Histogram-File-Version: 1.1
n=26413	86.120.3.208 443 -> 192.168.112.128 57758 (UDP)
n=47	172.67.202.143 443 -> 192.168.112.128 49808 (TCP)
n=47	178.250.2.135 443 -> 192.168.112.128 52390 (TCP)
n=46	192.168.112.128 50839 -> 172.217.19.98 443 (UDP)
n=43	142.250.180.225 443 -> 192.168.112.128 44148 (UDP)
n=43	142.250.180.225 443 -> 192.168.112.128 44262 (TCP)
n=41	142.250.180.238 443 -> 192.168.112.128 46626 (TCP)
n=41	192.168.112.128 54635 -> 142.251.39.54 443 (UDP)
n=40	172.217.19.110 443 -> 192.168.112.128 59558 (UDP)
n=39	192.124.249.12 443 -> 192.168.112.128 35042 (TCP)
n=39	192.168.112.128 35042 -> 192.124.249.12 443 (TCP)
n=38	192.168.112.128 44262 -> 142.250.180.225 443 (TCP)
n=37	192.168.112.128 57434 -> 142.250.180.227 443 (UDP)
n=36	142.251.39.66 443 -> 192.168.112.128 57445 (UDP)
n=36	142.251.39.78 443 -> 192.168.112.128 38249 (UDP)
n=36	188.209.215.213 443 -> 192.168.112.128 46986 (TCP)
n=35	142.250.201.206 443 -> 192.168.112.128 33290 (TCP)
n=35	192.168.112.128 46626 -> 142.250.180.238 443 (TCP)
n=34	142.250.201.195 443 -> 192.168.112.128 33309 (UDP)
n=34	192.168.112.128 33290 -> 142.250.201.206 443 (TCP)
n=33	192.168.112.128 56536 -> 142.251.39.42 443 (UDP)
n=33	192.168.112.128 57181 -> 172.217.20.1 443 (UDP)
n=32	188.209.215.213 443 -> 192.168.112.128 47024 (TCP)
n=32	192.168.112.128 41975 -> 172.217.19.109 443 (UDP)
n=32	192.168.112.128 57445 -> 142.251.39.66 443 (UDP)
n=31	142.250.180.225 443 -> 192.168.112.128 52599 (UDP)
n=31	192.168.112.128 51386 -> 3.217.175.158 8884 (TCP)
n=30	192.168.112.128 50654 -> 142.251.39.36 443 (UDP)
n=27	192.168.112.128 47000 -> 188.209.215.213 443 (TCP)
n=27	192.168.112.128 48082 -> 205.185.208.79 443 (TCP)
n=27	192.168.112.128 50130 -> 172.217.19.98 443 (TCP)
n=27	192.168.112.128 58730 -> 142.251.39.34 443 (TCP)
n=26	142.251.39.34 443 -> 192.168.112.128 58730 (TCP)
n=26	172.217.19.98 443 -> 192.168.112.128 50130 (TCP)
n=26	192.168.112.128 44148 -> 142.250.180.225 443 (UDP)
n=26	192.168.112.128 46994 -> 188.209.215.213 443 (TCP)
n=26	205.185.208.79 443 -> 192.168.112.128 48082 (TCP)
n=25	142.251.39.2 443 -> 192.168.112.128 34614 (UDP)
n=25	192.168.112.128 38249 -> 142.251.39.78 443 (UDP)
n=24	178.250.0.138 443 -> 192.168.112.128 51108 (TCP)
n=24	192.168.112.128 34614 -> 142.251.39.2 443 (UDP)
n=24	192.168.112.128 35802 -> 69.16.175.42 443 (TCP)
n=24	192.168.112.128 51108 -> 178.250.0.138 443 (TCP)
n=24	192.168.112.128 59558 -> 172.217.19.110 443 (UDP)
n=23	142.250.180.230 443 -> 192.168.112.128 55332 (TCP)
n=23	142.250.180.238 443 -> 192.168.112.128 35483 (UDP)
n=23	192.168.112.128 41844 -> 142.251.39.3 443 (TCP)
n=23	192.168.112.128 45158 -> 142.251.39.66 443 (TCP)
n=23	192.168.112.128 47010 -> 188.209.215.213 443 (TCP)
n=23	192.168.112.128 54442 -> 142.251.39.42 443 (TCP)
n=23	192.168.112.128 55332 -> 142.250.180.230 443 (TCP)
n=23	3.217.175.158 8884 -> 192.168.112.128 51386 (TCP)
n=23	69.16.175.42 443 -> 192.168.112.128 35802 (TCP)
n=22	142.250.180.228 443 -> 192.168.112.128 41190 (UDP)
n=22	142.251.39.3 443 -> 192.168.112.128 41844 (TCP)
n=22	142.251.39.66 443 -> 192.168.112.128 45158 (TCP)
n=22	142.251.39.66 443 -> 192.168.112.128 54670 (UDP)
n=22	192.168.112.128 42926 -> 178.250.0.130 443 (TCP)
n=22	192.168.112.128 48780 -> 172.217.20.1 443 (TCP)
n=21	142.251.39.42 443 -> 192.168.112.128 54442 (TCP)
n=21	172.217.19.106 443 -> 192.168.112.128 39718 (UDP)
n=21	172.217.19.98 443 -> 192.168.112.128 58450 (UDP)
n=21	172.217.20.1 443 -> 192.168.112.128 48780 (TCP)
n=21	178.250.0.130 443 -> 192.168.112.128 42926 (TCP)
n=21	178.250.0.138 443 -> 192.168.112.128 56510 (TCP)
n=21	192.168.112.128 56510 -> 178.250.0.138 443 (TCP)
n=20	192.168.112.128 33309 -> 142.250.201.195 443 (UDP)
n=20	192.168.112.128 35774 -> 137.74.202.89 25 (TCP)
n=20	192.168.112.128 51522 -> 66.254.114.171 443 (TCP)
n=19	137.74.202.89 25 -> 192.168.112.128 35774 (TCP)
n=19	142.251.39.3 443 -> 192.168.112.128 59449 (UDP)
n=19	188.209.215.213 443 -> 192.168.112.128 47010 (TCP)
n=19	192.168.112.128 46988 -> 188.209.215.213 443 (TCP)
n=19	192.168.112.128 52599 -> 142.250.180.225 443 (UDP)
n=19	192.168.112.128 54448 -> 142.251.39.42 443 (TCP)
n=19	66.254.114.171 443 -> 192.168.112.128 51522 (TCP)
n=19	66.254.114.38 443 -> 192.168.112.128 47928 (TCP)
n=18	142.251.39.42 443 -> 192.168.112.128 54448 (TCP)
n=18	172.217.20.1 443 -> 192.168.112.128 47373 (UDP)
n=18	188.209.215.213 443 -> 192.168.112.128 47000 (TCP)
n=18	192.168.112.128 50712 -> 142.251.39.86 443 (TCP)
n=18	192.168.112.128 58450 -> 172.217.19.98 443 (UDP)
n=17	142.250.180.225 443 -> 192.168.112.128 34339 (UDP)
n=17	142.251.39.86 443 -> 192.168.112.128 50712 (TCP)
n=17	188.209.215.213 443 -> 192.168.112.128 46994 (TCP)
n=17	192.168.112.128 39718 -> 172.217.19.106 443 (UDP)
n=17	192.168.112.128 47510 -> 104.117.76.8 443 (TCP)
n=17	192.168.112.128 47928 -> 66.254.114.38 443 (TCP)
n=17	192.168.112.128 50832 -> 142.250.180.194 443 (TCP)
n=17	192.168.112.128 53542 -> 142.251.39.14 443 (TCP)
n=17	192.168.112.128 54670 -> 142.251.39.66 443 (UDP)
n=16	104.27.195.88 443 -> 192.168.112.128 42129 (UDP)
n=16	142.250.201.206 443 -> 192.168.112.128 37162 (UDP)
n=16	142.251.39.2 443 -> 192.168.112.128 34240 (UDP)
n=16	192.168.112.128 34306 -> 142.251.39.2 443 (TCP)
n=16	192.168.112.128 37390 -> 142.251.39.78 443 (TCP)
n=16	192.168.112.128 42348 -> 142.251.39.67 443 (TCP)
n=16	74.125.173.71 443 -> 192.168.112.128 48667 (UDP)
n=15	142.250.180.194 443 -> 192.168.112.128 34562 (UDP)
n=15	142.250.180.194 443 -> 192.168.112.128 50832 (TCP)
n=15	142.251.39.14 443 -> 192.168.112.128 53542 (TCP)
n=15	192.168.112.128 35483 -> 142.250.180.238 443 (UDP)
n=15	192.168.112.128 41190 -> 142.250.180.228 443 (UDP)
n=15	192.168.112.128 43478 -> 67.22.56.23 443 (TCP)
n=15	192.168.112.128 47373 -> 172.217.20.1 443 (UDP)
n=15	192.168.112.128 48668 -> 142.251.39.3 443 (TCP)
n=14	142.251.39.2 443 -> 192.168.112.128 34306 (TCP)
n=14	142.251.39.67 443 -> 192.168.112.128 42348 (TCP)
n=14	192.168.112.128 34339 -> 142.250.180.225 443 (UDP)
n=14	192.168.112.128 37906 -> 142.250.201.208 443 (TCP)
n=14	192.168.112.128 38386 -> 2.17.119.126 443 (TCP)
n=14	192.168.112.128 41080 -> 142.250.27.155 443 (TCP)
n=14	192.168.112.128 50632 -> 137.74.202.89 443 (TCP)
n=14	192.168.112.128 50674 -> 137.74.202.89 443 (TCP)
n=14	192.168.112.128 50742 -> 137.74.202.89 443 (TCP)
n=14	192.168.112.128 50790 -> 137.74.202.89 443 (TCP)
n=14	192.168.112.128 50802 -> 137.74.202.89 443 (TCP)
n=14	192.168.112.128 50824 -> 142.250.180.194 443 (TCP)
n=14	192.168.112.128 50848 -> 137.74.202.89 443 (TCP)
n=14	192.168.112.128 59449 -> 142.251.39.3 443 (UDP)
n=14	2.17.119.126 443 -> 192.168.112.128 38386 (TCP)
n=14	67.22.56.23 443 -> 192.168.112.128 43478 (TCP)
n=13	137.74.202.89 443 -> 192.168.112.128 50790 (TCP)
n=13	137.74.202.89 443 -> 192.168.112.128 50848 (TCP)
n=13	142.251.39.3 443 -> 192.168.112.128 48668 (TCP)
n=13	142.251.39.78 443 -> 192.168.112.128 37390 (TCP)
n=13	142.251.39.78 443 -> 192.168.112.128 41920 (UDP)
n=13	178.250.2.150 443 -> 192.168.112.128 49570 (TCP)
n=13	188.209.215.213 443 -> 192.168.112.128 46988 (TCP)
n=13	192.168.112.128 35794 -> 137.74.202.89 25 (TCP)
n=13	192.168.112.128 36758 -> 172.67.150.137 443 (TCP)
n=13	192.168.112.128 37162 -> 142.250.201.206 443 (UDP)
n=13	192.168.112.128 40438 -> 142.250.180.238 443 (TCP)
n=13	192.168.112.128 44155 -> 142.251.39.14 443 (UDP)
n=13	192.168.112.128 48518 -> 104.27.195.88 443 (TCP)
n=13	192.168.112.128 48667 -> 74.125.173.71 443 (UDP)
n=13	192.168.112.128 49570 -> 178.250.2.150 443 (TCP)
n=13	192.168.112.128 49818 -> 172.67.202.143 443 (TCP)
n=13	192.168.112.128 50646 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50668 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50678 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50722 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50738 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50758 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50862 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 50874 -> 137.74.202.89 443 (TCP)
n=13	192.168.112.128 54106 -> 104.16.89.20 443 (TCP)
n=13	192.168.112.128 56694 -> 104.17.24.14 443 (TCP)
n=12	104.117.76.8 443 -> 192.168.112.128 47510 (TCP)
n=12	137.74.202.89 25 -> 192.168.112.128 35794 (TCP)
n=12	137.74.202.89 443 -> 192.168.112.128 50632 (TCP)
n=12	137.74.202.89 443 -> 192.168.112.128 50668 (TCP)
n=12	137.74.202.89 443 -> 192.168.112.128 50738 (TCP)
n=12	137.74.202.89 443 -> 192.168.112.128 50802 (TCP)
n=12	142.250.180.194 443 -> 192.168.112.128 50824 (TCP)
n=12	142.250.201.208 443 -> 192.168.112.128 37906 (TCP)
n=12	142.250.27.155 443 -> 192.168.112.128 41080 (TCP)
n=12	142.251.39.14 443 -> 192.168.112.128 35785 (UDP)
n=12	178.250.0.129 443 -> 192.168.112.128 48128 (TCP)
n=12	178.250.0.160 443 -> 192.168.112.128 33714 (TCP)
n=12	178.250.2.129 443 -> 192.168.112.128 45662 (TCP)
n=12	178.250.2.150 443 -> 192.168.112.128 41116 (TCP)
n=12	192.168.112.128 33714 -> 178.250.0.160 443 (TCP)
n=12	192.168.112.128 41116 -> 178.250.2.150 443 (TCP)
n=12	192.168.112.128 43806 -> 66.254.114.156 443 (TCP)
n=12	192.168.112.128 45662 -> 178.250.2.129 443 (TCP)
n=12	192.168.112.128 47038 -> 188.209.215.213 443 (TCP)
n=12	192.168.112.128 48128 -> 178.250.0.129 443 (TCP)
n=12	192.168.112.128 50620 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50636 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50654 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50710 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50814 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50816 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50818 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50828 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50882 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50892 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50894 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 50940 -> 137.74.202.89 443 (TCP)
n=12	192.168.112.128 53292 -> 216.18.168.30 443 (TCP)
n=11	104.27.195.88 443 -> 192.168.112.128 48518 (TCP)
n=11	137.74.202.89 443 -> 192.168.112.128 50674 (TCP)
n=11	137.74.202.89 443 -> 192.168.112.128 50742 (TCP)
n=11	137.74.202.89 443 -> 192.168.112.128 50862 (TCP)
n=11	137.74.202.89 443 -> 192.168.112.128 50874 (TCP)
n=11	142.250.180.230 443 -> 192.168.112.128 46921 (UDP)
n=11	142.250.180.238 443 -> 192.168.112.128 40438 (TCP)
n=11	142.251.39.74 443 -> 192.168.112.128 56646 (UDP)
n=11	172.67.202.143 443 -> 192.168.112.128 49818 (TCP)
n=11	178.250.0.160 443 -> 192.168.112.128 34514 (TCP)
n=11	188.209.215.213 443 -> 192.168.112.128 47038 (TCP)
n=11	192.168.112.128 34240 -> 142.251.39.2 443 (UDP)
n=11	192.168.112.128 34514 -> 178.250.0.160 443 (TCP)
n=11	192.168.112.128 34562 -> 142.250.180.194 443 (UDP)
n=11	192.168.112.128 35776 -> 137.74.202.89 25 (TCP)
n=11	192.168.112.128 35784 -> 137.74.202.89 25 (TCP)
n=11	192.168.112.128 35786 -> 137.74.202.89 25 (TCP)
n=11	192.168.112.128 35792 -> 137.74.202.89 25 (TCP)
n=11	192.168.112.128 35810 -> 137.74.202.89 25 (TCP)
n=11	192.168.112.128 38874 -> 82.76.79.78 443 (TCP)
n=11	192.168.112.128 41920 -> 142.251.39.78 443 (UDP)
n=11	192.168.112.128 42129 -> 104.27.195.88 443 (UDP)
n=11	192.168.112.128 46921 -> 142.250.180.230 443 (UDP)
n=11	192.168.112.128 50686 -> 137.74.202.89 443 (TCP)
n=11	192.168.112.128 50698 -> 137.74.202.89 443 (TCP)
n=11	192.168.112.128 50756 -> 137.74.202.89 443 (TCP)
n=11	192.168.112.128 50774 -> 137.74.202.89 443 (TCP)
n=11	192.168.112.128 50850 -> 137.74.202.89 443 (TCP)
n=11	192.168.112.128 54456 -> 192.124.249.13 443 (TCP)
n=11	192.168.112.128 59152 -> 67.22.56.19 443 (TCP)
n=11	67.22.56.19 443 -> 192.168.112.128 59152 (TCP)
n=10	104.16.89.20 443 -> 192.168.112.128 54106 (TCP)
n=10	104.17.24.14 443 -> 192.168.112.128 56694 (TCP)
n=10	137.74.202.89 25 -> 192.168.112.128 35776 (TCP)
n=10	137.74.202.89 25 -> 192.168.112.128 35784 (TCP)
n=10	137.74.202.89 25 -> 192.168.112.128 35786 (TCP)
n=10	137.74.202.89 25 -> 192.168.112.128 35792 (TCP)
n=10	137.74.202.89 25 -> 192.168.112.128 35810 (TCP)
n=10	137.74.202.89 25 -> 192.168.112.128 35822 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 38484 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50620 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50636 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50646 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50654 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50678 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50698 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50710 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50722 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50758 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50814 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50816 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50818 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50828 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50882 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50892 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50894 (TCP)
n=10	137.74.202.89 443 -> 192.168.112.128 50940 (TCP)
n=10	142.250.180.228 443 -> 192.168.112.128 48790 (UDP)
n=10	142.251.39.67 443 -> 192.168.112.128 45949 (UDP)
n=10	172.217.19.106 443 -> 192.168.112.128 43202 (UDP)
n=10	172.67.150.137 443 -> 192.168.112.128 36758 (TCP)
n=10	192.168.112.128 34916 -> 137.74.202.89 22 (TCP)
n=10	192.168.112.128 34928 -> 137.74.202.89 22 (TCP)
n=10	192.168.112.128 34960 -> 137.74.202.89 22 (TCP)
n=10	192.168.112.128 35762 -> 137.74.202.89 25 (TCP)
n=10	192.168.112.128 35785 -> 142.251.39.14 443 (UDP)
n=10	192.168.112.128 35822 -> 137.74.202.89 25 (TCP)
n=10	192.168.112.128 38484 -> 137.74.202.89 443 (TCP)
n=10	192.168.112.128 42481 -> 142.250.180.228 443 (UDP)
n=10	192.168.112.128 48790 -> 142.250.180.228 443 (UDP)
n=10	216.18.168.30 443 -> 192.168.112.128 53292 (TCP)
n=10	66.254.114.156 443 -> 192.168.112.128 43806 (TCP)
n=9	137.74.202.89 22 -> 192.168.112.128 34916 (TCP)
n=9	137.74.202.89 22 -> 192.168.112.128 34928 (TCP)
n=9	137.74.202.89 22 -> 192.168.112.128 34960 (TCP)
n=9	137.74.202.89 25 -> 192.168.112.128 35762 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50686 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50692 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50774 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50780 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50840 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50850 (TCP)
n=9	137.74.202.89 443 -> 192.168.112.128 50926 (TCP)
n=9	142.250.180.202 443 -> 192.168.112.128 38390 (UDP)
n=9	142.250.180.228 443 -> 192.168.112.128 42481 (UDP)
n=9	142.250.180.234 443 -> 192.168.112.128 57808 (UDP)
n=9	142.251.39.14 443 -> 192.168.112.128 44155 (UDP)
n=9	142.251.39.66 443 -> 192.168.112.128 60972 (UDP)
n=9	192.124.249.13 443 -> 192.168.112.128 54456 (TCP)
n=9	192.168.112.128 38476 -> 205.185.208.142 443 (TCP)
n=9	192.168.112.128 38488 -> 205.185.208.142 443 (TCP)
n=9	192.168.112.128 45949 -> 142.251.39.67 443 (UDP)
n=9	192.168.112.128 48084 -> 205.185.208.79 443 (TCP)
n=9	192.168.112.128 50692 -> 137.74.202.89 443 (TCP)
n=9	192.168.112.128 50780 -> 137.74.202.89 443 (TCP)
n=9	192.168.112.128 50840 -> 137.74.202.89 443 (TCP)
n=9	192.168.112.128 50926 -> 137.74.202.89 443 (TCP)
n=9	192.168.112.128 50946 -> 137.74.202.89 443 (TCP)
n=9	192.168.112.128 56472 -> 142.251.39.14 443 (TCP)
n=9	192.168.112.128 56646 -> 142.251.39.74 443 (UDP)
n=9	82.76.79.78 443 -> 192.168.112.128 38874 (TCP)
n=8	137.74.202.89 443 -> 192.168.112.128 50756 (TCP)
n=8	137.74.202.89 443 -> 192.168.112.128 50946 (TCP)
n=8	192.168.112.128 33514 -> 67.22.56.20 443 (TCP)
n=8	192.168.112.128 34912 -> 137.74.202.89 22 (TCP)
n=8	192.168.112.128 34936 -> 137.74.202.89 22 (TCP)
n=8	192.168.112.128 34950 -> 137.74.202.89 22 (TCP)
n=8	192.168.112.128 38390 -> 142.250.180.202 443 (UDP)
n=8	192.168.112.128 43202 -> 172.217.19.106 443 (UDP)
n=8	192.168.112.128 43462 -> 67.22.56.23 443 (TCP)
n=8	192.168.112.128 44154 -> 142.251.39.36 443 (TCP)
n=8	192.168.112.128 47918 -> 66.254.114.38 443 (TCP)
n=8	192.168.112.128 51112 -> 178.250.0.138 443 (TCP)
n=8	192.168.112.128 57808 -> 142.250.180.234 443 (UDP)
n=8	192.168.112.128 60972 -> 142.251.39.66 443 (UDP)
n=7	137.74.202.89 22 -> 192.168.112.128 34912 (TCP)
n=7	137.74.202.89 22 -> 192.168.112.128 34936 (TCP)
n=7	137.74.202.89 22 -> 192.168.112.128 34950 (TCP)
n=7	142.251.39.14 443 -> 192.168.112.128 56472 (TCP)
n=7	172.217.19.98 443 -> 192.168.112.128 48860 (UDP)
n=7	178.250.0.138 443 -> 192.168.112.128 51112 (TCP)
n=7	192.168.112.128 44266 -> 142.250.180.225 443 (TCP)
n=7	192.168.112.128 44268 -> 142.250.180.225 443 (TCP)
n=7	192.168.112.128 44278 -> 142.250.180.225 443 (TCP)
n=7	192.168.112.128 44288 -> 142.250.180.225 443 (TCP)
n=7	192.168.112.128 44300 -> 142.250.180.225 443 (TCP)
n=7	192.168.112.128 56522 -> 178.250.0.138 443 (TCP)
n=7	66.254.114.38 443 -> 192.168.112.128 47918 (TCP)
n=7	67.22.56.20 443 -> 192.168.112.128 33514 (TCP)
n=7	67.22.56.23 443 -> 192.168.112.128 43462 (TCP)
n=6	142.250.180.225 443 -> 192.168.112.128 44266 (TCP)
n=6	142.250.180.225 443 -> 192.168.112.128 44268 (TCP)
n=6	142.250.180.225 443 -> 192.168.112.128 44278 (TCP)
n=6	142.250.180.225 443 -> 192.168.112.128 44288 (TCP)
n=6	142.250.180.225 443 -> 192.168.112.128 44300 (TCP)
n=6	142.251.39.36 443 -> 192.168.112.128 44154 (TCP)
n=6	178.250.0.138 443 -> 192.168.112.128 56522 (TCP)
n=6	192.168.112.128 34886 -> 137.74.202.89 22 (TCP)
n=6	192.168.112.128 34896 -> 137.74.202.89 22 (TCP)
n=6	192.168.112.128 36708 -> 137.74.202.89 80 (TCP)
n=6	192.168.112.128 42592 -> 137.74.202.89 80 (TCP)
n=6	192.168.112.128 43422 -> 67.22.56.23 443 (TCP)
n=6	192.168.112.128 43428 -> 67.22.56.23 443 (TCP)
n=6	192.168.112.128 50896 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 50902 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 50910 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 50928 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 50930 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 50942 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 50962 -> 137.74.202.89 443 (TCP)
n=6	192.168.112.128 56688 -> 34.104.35.123 80 (TCP)
n=6	192.168.112.128 60712 -> 137.74.202.89 80 (TCP)
n=6	205.185.208.142 443 -> 192.168.112.128 38476 (TCP)
n=6	205.185.208.142 443 -> 192.168.112.128 38488 (TCP)
n=6	205.185.208.79 443 -> 192.168.112.128 48084 (TCP)
n=6	34.104.35.123 80 -> 192.168.112.128 56688 (TCP)
